2023-11-25 12:01:33.836804,2023-11-25 12:01:39.125861,2023-11-25 12:01:44.382899,2023-11-25 12:01:49.651561,2023-11-25 12:01:54.955758,2023-11-25 12:02:00.238058,2023-11-25 12:02:05.501829,2023-11-25 12:02:10.770979,2023-11-25 12:02:15.933132,2023-11-25 12:02:21.227788,2023-11-25 12:02:26.512824,2023-11-25 12:02:31.798605,2023-11-25 12:02:37.071978,2023-11-25 12:02:42.326502,2023-11-25 12:02:47.587571,2023-11-25 12:02:52.857197,2023-11-25 12:02:58.144046,2023-11-25 12:03:03.402729,2023-11-25 12:03:08.684737,2023-11-25 12:03:13.951567,2023-11-25 12:03:19.232811,2023-11-25 12:03:24.492438,2023-11-25 12:03:29.797038,2023-11-25 12:03:35.113478,2023-11-25 12:03:40.378340,2023-11-25 12:03:45.656357,2023-11-25 12:03:50.927247,2023-11-25 12:03:56.191206,2023-11-25 12:04:01.463388,2023-11-25 12:04:06.722526,2023-11-25 12:04:12.269910,2023-11-25 12:04:17.503083,2023-11-25 12:04:22.680030,2023-11-25 12:04:27.966447,2023-11-25 12:04:33.267960
6.16128,6.16383,6.16298,6.16319,6.16043,6.16191,6.16298,6.16255,6.16298,6.15981,6.15959,6.15959,6.16128,6.16107,6.16086,6.16235,6.15135,6.15368,6.16383,6.1634,6.16002,6.16066,6.15981,6.15981,6.1579,6.16235,6.15959,6.16128,6.16023,6.15431,6.16023,6.15895,6.15685,6.16171,6.1581
